Date,ADSK,ORCL,PTC,CDNS,FICO,CRM,SNPS,INTU,TYL,ADBE,ANSS,ANET,CSCO,MSI,FFIV,JNPR,APH,GLW,TDY,ROP,TRMB,KEYS,ZBRA,TEL,JBL,IT,CTSH,EPAM,ACN,IBM,VRSN,AKAM,TER,KLAC,LRCX,AMAT,ENPH,QCOM,AVGO,SWKS,FSLR,QRVO,TXN,AMD,ADI,INTC,ON,NXPI,NVDA,MCHP,MU,MPWR,GEN,FTNT,NOW,MSFT,PANW,CDW,NTAP,STX,HPQ,WDC,AAPL,HPE
2020-01-02,187.8300018310547,50.359100341796875,76.37000274658203,71.44000244140625,382.9200134277344,166.99000549316406,142.8699951171875,258.8361511230469,306.239990234375,334.42999267578125,259.5899963378906,51.18000030517578,42.764034271240234,152.67031860351562,140.75999450683594,21.893495559692383,52.45030975341797,26.578088760375977,357.489990234375,356.50018310546875,41.939998626708984,104.19000244140625,259.1400146484375,90.07096099853516,40.97240447998047,156.0399932861328,58.382728576660156,216.30999755859375,198.40252685546875,106.3067626953125,196.72999572753906,87.63999938964844,68.51080322265625,172.89796447753906,282.8792724609375,59.82451248168945,29.34000015258789,80.949951171875,283.6314392089844,112.9195785522461,57.2400016784668,115.95999908447266,115.95342254638672,49.099998474121094,111.77690124511719,54.38521194458008,25.059999465942383,120.45304107666016,59.744041442871094,50.61852264404297,54.45258712768555,174.74798583984375,13.730177879333496,21.93600082397461,291.239990234375,154.779541015625,78.47000122070312,137.36373901367188,55.57905960083008,51.156185150146484,18.25743865966797,64.77154541015625,73.15264129638672,14.081443786621094
2020-01-03,184.9499969482422,50.181739807128906,75.43000030517578,70.41999816894531,381.9200134277344,166.1699981689453,141.75999450683594,257.1051330566406,306.6700134277344,331.80999755859375,256.9700012207031,50.212501525878906,42.066314697265625,155.26791381835938,140.0,21.565671920776367,51.90288543701172,26.232458114624023,360.04998779296875,354.41094970703125,41.5099983215332,101.87999725341797,256.04998779296875,89.00703430175781,40.46476745605469,155.97999572753906,57.85472106933594,217.39999389648438,198.07208251953125,105.45895385742188,200.8800048828125,87.23999786376953,67.08513641357422,169.59286499023438,279.8404541015625,58.87233352661133,29.290000915527344,79.42569732666016,276.4172058105469,110.11681365966797,57.02000045776367,112.33999633789062,114.41417694091797,48.599998474121094,109.80919647216797,53.723716735839844,24.690000534057617,119.29106140136719,58.787784576416016,49.508304595947266,53.60715103149414,171.58328247070312,13.62991714477539,22.242000579833984,291.1000061035156,152.85226440429688,78.9433364868164,135.71209716796875,54.63164520263672,49.8117561340332,18.029109954833984,63.77459716796875,72.44146728515625,13.733110427856445
2020-01-06,187.1199951171875,50.44309997558594,76.2699966430664,70.8499984741211,384.0,173.4499969482422,141.97999572753906,259.079345703125,310.2099914550781,333.7099914550781,254.58999633789062,50.71500015258789,42.216453552246094,157.6671142578125,138.25,21.521366119384766,51.63397979736328,26.303354263305664,358.6300048828125,351.0721435546875,41.310001373291016,100.13999938964844,258.010009765625,88.39105987548828,39.957130432128906,158.86000061035156,57.27957534790039,214.1999969482422,196.7786865234375,105.27053833007812,202.74000549316406,87.55000305175781,65.62995910644531,165.77638244628906,274.61761474609375,57.602752685546875,29.65999984741211,78.96022033691406,276.0036926269531,108.17710876464844,55.83000183105469,111.63999938964844,113.61770629882812,48.38999938964844,108.51909637451172,53.571754455566406,24.06999969482422,118.44769287109375,59.03430938720703,48.797950744628906,52.66339111328125,169.82620239257812,13.925415992736816,22.399999618530273,292.8699951171875,153.24734497070312,80.086669921875,134.69053649902344,54.49882125854492,49.21986389160156,18.099367141723633,62.550628662109375,73.01868438720703,13.689567565917969
2020-01-07,187.5,50.55512619018555,75.91999816894531,71.06999969482422,388.489990234375,176.0,142.9600067138672,259.13763427734375,311.2699890136719,333.3900146484375,256.6700134277344,51.212501525878906,41.94266128540039,156.5336456298828,136.99000549316406,21.432767868041992,51.912498474121094,26.498323440551758,361.0899963378906,352.8587646484375,41.150001525878906,100.77999877929688,256.4700012207031,90.22028350830078,40.259765625,156.5800018310547,56.8741340637207,215.61000061035156,192.5302276611328,105.34120178222656,203.2100067138672,90.19999694824219,67.0752944946289,167.09274291992188,281.3123779296875,59.26667785644531,29.989999771118164,81.20552062988281,275.0535583496094,109.20726776123047,56.66999816894531,111.2300033569336,115.81022644042969,48.25,110.98795318603516,52.67786407470703,24.65999984741211,119.98451232910156,59.7490234375,52.07215881347656,57.283851623535156,171.40858459472656,14.115382194519043,22.378000259399414,292.9100036621094,151.85008239746094,80.54666900634766,134.53778076171875,54.85300064086914,49.8117561340332,18.14327621459961,66.78516387939453,72.67527770996094,13.619901657104492
2020-01-08,189.9499969482422,50.752010345458984,76.9800033569336,72.27999877929688,391.3299865722656,177.3300018310547,145.86000061035156,265.37127685546875,310.989990234375,337.8699951171875,257.7300109863281,51.744998931884766,41.96916961669922,156.69419860839844,136.44000244140625,21.361886978149414,52.0373420715332,26.622392654418945,361.54998779296875,356.7135009765625,41.31999969482422,101.06999969482422,247.63999938964844,91.15357971191406,40.32809829711914,158.64999389648438,57.26071548461914,221.3800048828125,192.90785217285156,106.22041320800781,204.14999389648438,91.4000015258789,67.15394592285156,167.31056213378906,284.8544006347656,59.22820281982422,31.0,80.96821594238281,271.6224060058594,110.94277954101562,56.70000076293945,112.91999816894531,116.12344360351562,47.83000183105469,111.99034881591797,52.71360778808594,24.81999969482422,120.28437805175781,59.861087799072266,51.41355895996094,56.546546936035156,171.18528747558594,14.041505813598633,22.733999252319336,295.6499938964844,154.26881408691406,79.52333068847656,134.33726501464844,55.906673431396484,50.20071029663086,18.380386352539062,67.75248718261719,73.84435272216797,13.724400520324707
2020-01-09,191.94000244140625,50.986419677734375,77.33000183105469,73.36000061035156,401.510009765625,179.60000610351562,148.6699981689453,267.85589599609375,311.3900146484375,340.45001220703125,261.42999267578125,51.70000076293945,41.792518615722656,159.3389892578125,135.99000549316406,21.59224510192871,52.219810485839844,26.781919479370117,366.1000061035156,361.83648681640625,42.349998474121094,101.61000061035156,246.5,91.24689483642578,40.73810577392578,161.16000366210938,57.6190071105957,223.2899932861328,194.62611389160156,107.34300231933594,208.8800048828125,93.19000244140625,67.11461639404297,166.1930389404297,282.9172668457031,59.60331344604492,31.59000015258789,82.0634765625,269.4405212402344,111.04486846923828,56.70000076293945,111.95999908447266,117.5284652709961,48.970001220703125,111.99034881591797,53.00859832763672,24.860000610351562,121.05278015136719,60.51852035522461,51.898101806640625,56.34010314941406,173.4957275390625,14.083722114562988,22.895999908447266,299.30999755859375,156.19607543945312,80.02333068847656,135.54022216796875,56.19001388549805,51.12235641479492,18.652618408203125,67.73274993896484,75.41287994384766,13.646025657653809
2020-01-10,192.36000061035156,51.05204772949219,76.75,73.02999877929688,404.010009765625,180.1999969482422,148.4600067138672,268.19696044921875,310.2300109863281,339.80999755859375,260.79998779296875,51.8650016784668,41.62471389770508,158.0260467529297,135.14999389648438,21.406187057495117,52.013328552246094,26.684436798095703,365.54998779296875,362.0710754394531,42.099998474121094,100.36000061035156,246.27000427246094,91.52687072753906,40.92359161376953,159.38999938964844,57.17585754394531,223.0800018310547,196.05174255371094,107.30374145507812,209.1199951171875,93.52999877929688,66.79016876220703,163.8444366455078,279.50811767578125,59.12240982055664,30.670000076293945,82.38294219970703,263.24688720703125,111.44396209716797,56.5,113.41999816894531,116.33822631835938,48.16999816894531,110.05052947998047,52.686790466308594,24.579999923706055,121.48383331298828,60.84224319458008,52.13801956176758,55.71092987060547,171.69979858398438,13.978185653686523,22.86400032043457,298.8800048828125,155.47332763671875,79.29000091552734,135.9125518798828,55.89781951904297,50.71649169921875,18.775564193725586,67.0615463256836,75.5833511352539,13.471858978271484
2020-01-13,192.4499969482422,51.17393112182617,77.22000122070312,73.38999938964844,408.9200134277344,183.85000610351562,149.92999267578125,268.9666748046875,309.6199951171875,345.6300048828125,264.04998779296875,52.787498474121094,42.36659240722656,161.39810180664062,136.1999969482422,21.74287986755371,52.392669677734375,26.941442489624023,369.8800048828125,365.7274169921875,42.77000045776367,101.80000305175781,248.5800018310547,91.38689422607422,41.831478118896484,160.92999267578125,57.666141510009766,228.55999755859375,197.8738250732422,107.23308563232422,211.75,94.68000030517578,68.10767364501953,165.82376098632812,282.3094482421875,59.44941711425781,30.790000915527344,83.03097534179688,264.9712829589844,115.55533599853516,57.439998626708984,115.73999786376953,116.2934799194336,48.75,110.50530242919922,53.2678337097168,25.31999969482422,123.6766357421875,62.74979019165039,52.3167839050293,56.47772979736328,174.06846618652344,14.03623104095459,23.33799934387207,303.8500061035156,157.34280395507812,80.3066635131836,136.85772705078125,56.76554489135742,51.57052230834961,18.8458194732666,68.23615264892578,77.1981430053711,13.541525840759277
2020-01-14,191.11000061035156,51.45521545410156,77.97000122070312,72.61000061035156,402.7699890136719,182.1199951171875,148.19000244140625,265.6927795410156,308.57000732421875,344.6300048828125,262.8699951171875,53.26250076293945,42.20762634277344,159.00839233398438,136.10000610351562,21.6719913482666,52.5799446105957,26.684436798095703,370.44000244140625,364.270751953125,42.720001220703125,101.38999938964844,248.07000732421875,93.62677001953125,42.09507369995117,158.8699951171875,57.864158630371094,227.1699981689453,196.11776733398438,106.62077331542969,209.3699951171875,93.93000030517578,69.09088897705078,168.07760620117188,285.6046447753906,59.96879577636719,30.200000762939453,82.65675354003906,271.1297302246094,114.46949005126953,58.779998779296875,115.91000366210938,116.93782043457031,48.209999084472656,110.94153594970703,53.12480163574219,25.6200008392334,124.3606948852539,61.579368591308594,51.804012298583984,56.546546936035156,173.6995849609375,14.13121223449707,23.3439998626709,301.5,156.23463439941406,80.0,137.44009399414062,56.47334671020508,51.392940521240234,18.793128967285156,68.31511688232422,76.15570068359375,13.532815933227539
2020-01-15,190.7899932861328,51.34269332885742,79.16999816894531,71.94000244140625,403.8699951171875,181.05999755859375,147.91000366210938,266.0046081542969,311.30999755859375,342.94000244140625,264.2799987792969,53.34749984741211,42.40192413330078,161.09585571289062,136.1199951171875,21.689712524414062,52.20060348510742,26.29449462890625,375.010009765625,365.1799621582031,42.650001525878906,101.05999755859375,247.8000030517578,92.24552917480469,41.71434783935547,158.85000610351562,58.316734313964844,228.7100067138672,196.4305877685547,107.24878692626953,211.74000549316406,95.12000274658203,67.98966979980469,168.49432373046875,283.30657958984375,59.5648307800293,30.15999984741211,81.84442138671875,266.6956481933594,111.75948333740234,54.75,112.5,115.59544372558594,48.54999923706055,109.06671142578125,52.686790466308594,24.8799991607666,124.16390228271484,61.153533935546875,50.6091194152832,55.219390869140625,172.9132537841797,14.511138916015625,23.40999984741211,304.8699951171875,157.24642944335938,80.23332977294922,138.05113220214844,56.83639144897461,51.164642333984375,18.810693740844727,65.8079605102539,75.829345703125,13.489274978637695
